sample_id,edge,edge_confidence,label,difficulty_level
370,4->2,0.5125082898,0,hard
370,4->3,0.4222484725,1,hard
371,1->2,0.4173975974,1,med
374,1->2,0.7202200944,1,hard
374,2->3,0.7842255392,1,hard
374,6->3,0.6193425904,1,hard
375,6->3,0.3077722290,0,easy
376,5->3,0.4341624189,0,easy
376,5->4,0.3902390772,0,easy
377,5->3,0.4341624189,0,med
377,5->4,0.3902390772,0,med
378,4->1,0.7527080700,1,med
378,4->2,0.4827573070,0,med
378,5->4,0.4769532758,0,med
379,2->1,0.9018519440,1,med
379,5->4,0.4553748628,0,med
380,2->1,0.7159829059,0,easy
380,5->4,0.4553748628,0,easy
381,1->4,0.4601627536,1,hard
381,2->1,0.7054313014,0,hard
381,2->3,0.5970746222,0,hard
381,4->1,0.4172082756,0,hard
381,4->2,0.4167591899,0,hard
381,4->5,0.5021637074,1,hard
382,1->3,0.8256794881,0,easy
382,1->4,0.4586261147,0,easy
383,1->3,0.8256794881,1,med
383,1->4,0.4586261147,0,med
384,2->1,0.2526517760,0,hard
384,4->3,0.2515250882,0,hard
385,1->4,0.8422904788,1,hard
385,4->1,0.3457513942,0,hard
385,4->2,0.8118324901,1,hard
386,4->1,0.3457513942,0,hard
386,4->2,0.4825077820,1,hard
387,3->2,0.4399665981,0,easy
388,1->2,0.5375973145,1,med
388,3->2,0.8268953335,0,med
388,4->2,0.8141933265,1,med
389,2->1,0.4337351611,1,med
389,4->1,0.4251320690,1,med
389,4->3,0.4375796300,0,med
391,3->4,0.7318904591,1,med
392,1->4,0.3944445474,1,hard
392,6->3,0.3672796492,0,hard
392,6->5,0.3688663913,0,hard
393,1->4,0.7692583146,1,hard
393,6->3,0.3672796492,0,hard
393,6->5,0.3688663913,0,hard
394,1->2,0.4694405812,0,easy
394,5->3,0.4220594598,0,easy
395,1->2,0.4694405812,1,hard
395,2->5,0.8347888828,1,hard
395,4->5,0.8347888828,1,hard
395,5->3,0.4220594598,0,hard
397,1->2,0.8347888828,1,med
398,1->5,0.5156551689,0,easy
398,4->2,0.5824757323,0,easy
398,4->5,0.4544103078,0,easy
399,1->5,0.5156551689,0,med
399,4->2,0.8583636973,1,med
399,4->5,0.4544103078,0,med
400,4->1,0.4441193218,0,med
401,2->1,0.6915374320,0,easy
401,3->2,0.3666275862,0,easy
401,4->3,0.4469716074,0,easy
401,4->5,0.5197773671,0,easy
402,2->1,0.3688663913,0,med
402,2->3,0.7763453817,1,med
402,3->2,0.3666275862,0,med
402,4->3,0.4469716074,1,med
402,4->5,0.5197773671,0,med
403,2->1,0.3899760973,0,hard
403,3->1,0.3906755203,0,hard
403,3->2,0.3892263806,0,hard
403,5->1,0.3915846224,0,hard
403,5->2,0.3965988439,0,hard
403,5->4,0.3892706720,0,hard
404,1->4,0.5884267263,1,hard
404,2->1,0.3899760973,0,hard
404,3->1,0.3906755203,0,hard
404,3->2,0.3892263806,0,hard
404,5->1,0.3915846224,0,hard
404,5->2,0.3965988439,0,hard
404,5->4,0.6890822704,0,hard
405,2->1,0.3899760973,0,hard
405,3->1,0.3906755203,0,hard
405,3->2,0.3892263806,0,hard
405,5->1,0.3915846224,0,hard
405,5->2,0.3965988439,0,hard
405,5->4,0.3892706720,0,hard
406,2->1,0.3831107565,0,hard
406,2->4,0.7658482695,1,hard
406,3->2,0.3703835211,1,hard
406,4->1,0.3821987577,0,hard
407,3->5,0.3964770163,0,easy
407,4->3,0.3891377257,0,easy
408,1->5,0.6017410390,0,easy
408,2->1,0.6250722946,0,easy
408,2->4,0.4164585947,0,easy
408,3->5,0.4280225931,0,easy
408,5->4,0.4186898804,0,easy
409,1->5,0.6017410390,0,med
409,2->1,0.4157534074,0,med
409,2->4,0.4164585947,0,med
409,3->5,0.4280225931,0,med
409,5->4,0.4186898804,0,med
410,3->1,0.4179519975,0,easy
410,3->2,0.4176056611,0,easy
410,5->4,0.4158544767,0,easy
411,1->3,0.7758791874,1,med
411,2->3,0.7421553307,1,med
411,3->1,0.4179519975,0,med
411,3->2,0.4176056611,0,med
411,5->4,0.4158544767,0,med
412,5->1,0.6108211846,1,hard
413,1->4,0.8256794881,0,hard
413,5->1,0.6224535721,1,hard
414,1->4,0.7988650515,1,hard
414,5->1,0.2524817094,1,hard
415,2->1,0.4166590991,0,easy
416,1->3,0.7318904591,1,med
416,2->1,0.4166590991,0,med
416,2->3,0.7318904591,1,med
417,1->3,0.5283947390,1,hard
417,2->3,0.5879777890,1,hard
417,3->1,0.4241185889,0,hard
417,3->2,0.4169091251,0,hard
417,3->4,0.6328373952,1,hard
417,4->3,0.4223428402,0,hard
418,3->4,0.7276703331,1,med
418,5->4,0.8023599446,1,med
418,7->6,0.4950023115,0,med
419,1->2,0.7079081654,1,hard
419,2->3,0.6701322233,0,hard
419,3->2,0.3256202184,0,hard
419,4->1,0.6503218615,1,hard
419,4->5,0.7421553307,0,hard
419,5->3,0.8175130586,0,hard
419,5->4,0.3255586259,0,hard
420,1->2,0.7079081654,1,hard
420,2->3,0.6328373952,1,hard
420,3->2,0.3256202184,0,hard
420,4->1,0.6852485452,1,hard
420,4->5,0.8347888828,0,hard
420,5->3,0.7875996047,0,hard
420,5->4,0.3255586259,0,hard
421,5->1,0.4919107190,0,hard
422,5->1,0.4919107190,0,hard
424,1->3,0.5375973145,1,hard
425,1->4,0.4207258664,1,med
425,5->4,0.8676635850,1,med
426,4->3,0.3889156665,0,hard
427,1->3,0.8256794881,0,med
427,2->4,0.4254980297,0,med
427,4->3,0.7318904591,0,med
428,1->4,0.4180507167,0,easy
428,5->1,0.7730535826,0,easy
428,5->4,0.5935405798,0,easy
428,6->3,0.4175064726,0,easy
429,1->4,0.4180507167,0,med
429,2->3,0.4601627536,1,med
429,5->1,0.5427670915,0,med
429,5->4,0.5935405798,0,med
429,6->3,0.6864346841,0,med
430,2->1,0.4980207301,0,hard
430,2->5,0.5101618856,0,hard
430,3->2,0.3895359183,0,hard
431,1->5,0.7191760708,1,hard
431,2->1,0.4980207301,1,hard
431,2->5,0.8078656182,1,hard
431,3->2,0.3895359183,0,hard
432,2->1,0.4980207301,1,hard
432,2->5,0.5101618856,1,hard
432,2->6,0.5048362223,1,hard
432,3->2,0.3895359183,0,hard
433,3->4,0.7025737104,0,hard
433,3->6,0.7988650515,1,hard
433,4->1,0.7600647260,1,hard
433,5->1,0.7668073253,1,hard
433,5->4,0.3659307854,0,hard
433,6->2,0.3697212264,0,hard
433,6->3,0.3664346955,0,hard
433,6->5,0.8237422713,1,hard
434,4->1,0.3905775832,1,hard
434,5->1,0.4084896075,1,hard
434,5->4,0.3659307854,0,hard
434,6->2,0.3697212264,1,hard
434,6->3,0.3664346955,0,hard
434,6->5,0.4534439803,1,hard
435,3->6,0.7191760708,1,hard
435,4->1,0.3905775832,0,hard
435,5->1,0.4084896075,0,hard
435,5->4,0.3659307854,0,hard
435,6->2,0.3697212264,0,hard
435,6->3,0.3664346955,0,hard
435,6->5,0.8307634949,1,hard
436,2->1,0.3251566914,0,med
436,5->4,0.3254352468,0,med
437,1->3,0.6788601461,1,med
437,2->3,0.4258101871,0,med
437,3->1,0.3341097468,0,med
437,4->3,0.3367396957,0,med
437,5->3,0.3251877075,0,med
437,6->3,0.3343240368,0,med
437,6->4,0.3345376273,0,med
438,1->6,0.4858006118,0,med
438,2->1,0.5712672516,1,med
438,3->1,0.4554280639,0,med
439,1->6,0.4858006118,0,easy
439,3->1,0.4554280639,0,easy
440,1->2,0.7758791874,1,hard
440,5->2,0.6753983567,1,hard
441,5->2,0.3682659086,0,hard
442,3->2,0.4955396544,0,med
442,6->1,0.7763453817,1,med
442,6->3,0.5746626058,0,med
442,7->6,0.4774360709,0,med
443,1->4,0.5884245838,0,easy
443,1->5,0.8109363868,0,easy
443,2->1,0.4269034648,0,easy
443,2->4,0.4272629520,0,easy
444,1->2,0.8347888828,1,med
444,1->4,0.5884245838,0,med
444,1->5,0.8109363868,0,med
444,2->1,0.4269034648,0,med
444,2->4,0.4272629520,0,med
445,4->1,0.3753828547,0,easy
445,5->2,0.4638604185,0,easy
445,5->3,0.4695899507,0,easy
446,4->1,0.3753828547,0,med
446,5->2,0.8433353155,1,med
446,5->3,0.4695899507,0,med
447,2->4,0.4285003169,0,easy
448,2->4,0.4285003169,0,med
449,4->2,0.4736634019,1,hard
449,4->3,0.8437406090,1,hard
449,5->3,0.4176552161,1,hard
450,4->2,0.4736634019,1,hard
450,4->3,0.4653881480,0,hard
450,5->3,0.4176552161,0,hard
451,2->1,0.3895359183,0,easy
451,2->5,0.3896682201,0,easy
451,3->2,0.4925513269,0,easy
451,4->2,0.4311636523,0,easy
452,2->1,0.3895359183,0,med
452,2->5,0.3896682201,0,med
452,3->2,0.8542674909,1,med
452,4->2,0.7185551195,1,med
453,2->1,0.3720861198,0,hard
453,4->1,0.8156659212,1,hard
453,4->2,0.3657750334,0,hard
453,5->4,0.3659696715,0,hard
454,2->1,0.3720861198,0,hard
454,2->3,0.7988650515,1,hard
454,3->5,0.7025737104,1,hard
454,4->1,0.4604151919,0,hard
454,4->2,0.3657750334,0,hard
454,4->5,0.6313153022,1,hard
454,5->4,0.3659696715,0,hard
456,2->1,0.3180727014,1,hard
456,2->3,0.3393029363,0,hard
456,2->4,0.3297154059,0,hard
456,5->6,0.3122128640,1,hard
457,2->1,0.4045717901,0,med
457,6->1,0.3958243447,0,med
458,2->1,0.8013187358,1,hard
458,5->4,0.2776818776,0,hard
459,1->3,0.6701322233,0,easy
459,2->1,0.7968706258,0,easy
459,2->3,0.7421553307,0,easy
459,5->4,0.2776818776,0,easy
460,1->4,0.8589179837,1,hard
460,2->1,0.3079114604,0,hard
460,5->3,0.3114365227,0,hard
460,5->6,0.3091484313,0,hard
460,7->1,0.6699863675,1,hard
461,2->1,0.3079114604,0,hard
461,5->3,0.3114365227,0,hard
461,5->6,0.7337675308,1,hard
461,7->1,0.3084922795,1,hard
462,1->8,0.7763453817,1,hard
462,2->1,0.3079114604,0,hard
462,2->8,0.4258101871,1,hard
462,5->3,0.3114365227,0,hard
462,5->6,0.3091484313,0,hard
462,7->1,0.3084922795,1,hard
463,2->1,0.6316133616,1,hard
463,3->5,0.8089723886,1,hard
463,5->1,0.6112430977,1,hard
463,5->4,0.3584736790,0,hard
463,6->3,0.8155561451,1,hard
463,6->5,0.7852663110,1,hard
464,2->1,0.2930185556,0,hard
464,3->5,0.3362509482,1,hard
464,5->1,0.2933867906,0,hard
464,5->4,0.3584736790,0,hard
464,6->3,0.3557887176,1,hard
464,6->5,0.3569597526,1,hard
465,2->1,0.2930185556,0,hard
465,3->5,0.7607757013,1,hard
465,5->1,0.2933867906,0,hard
465,5->4,0.7695838124,1,hard
465,6->3,0.7685452987,1,hard
465,6->5,0.7689990711,1,hard
466,2->1,0.2930185556,0,hard
466,3->5,0.8089723886,1,hard
466,5->1,0.2933867906,0,hard
466,5->4,0.3584736790,0,hard
466,6->3,0.8640871379,1,hard
466,6->5,0.8159398246,1,hard
467,3->5,0.3600184584,1,hard
467,3->8,0.3389223358,0,hard
467,5->4,0.3259884269,0,hard
467,6->3,0.3256509906,0,hard
467,8->4,0.3252496904,0,hard
467,8->7,0.3307501822,0,hard
468,3->5,0.3600184584,1,hard
468,3->8,0.3389223358,0,hard
468,5->4,0.3259884269,0,hard
468,6->3,0.3256509906,0,hard
468,8->4,0.3252496904,0,hard
468,8->7,0.3307501822,0,hard
469,3->5,0.7613618887,1,hard
469,3->8,0.8004789218,1,hard
469,5->4,0.6044142773,1,hard
469,6->3,0.3256509906,0,hard
469,8->4,0.6632498942,1,hard
469,8->5,0.5021637074,0,hard
469,8->7,0.3307501822,0,hard
470,3->5,0.3600184584,1,hard
470,3->6,0.7988650515,1,hard
470,3->8,0.3389223358,0,hard
470,5->4,0.3259884269,0,hard
470,6->3,0.3256509906,0,hard
470,8->4,0.3252496904,0,hard
470,8->7,0.3307501822,0,hard
471,3->5,0.3600184584,0,hard
471,3->8,0.3389223358,1,hard
471,5->4,0.3259884269,0,hard
471,6->3,0.3256509906,0,hard
471,8->4,0.3252496904,0,hard
471,8->7,0.3307501822,1,hard
472,1->4,0.2691971651,0,easy
472,3->2,0.3186578789,0,easy
472,6->3,0.2637874283,0,easy
472,7->5,0.2894823869,0,easy
472,7->6,0.2637240726,0,easy
472,8->2,0.2743286261,0,easy
472,8->3,0.2638927977,0,easy
473,1->4,0.2691971651,0,med
473,3->2,0.7775135871,1,med
473,6->3,0.2637874283,0,med
473,7->5,0.2894823869,0,med
473,7->6,0.2637240726,0,med
473,8->2,0.2743286261,0,med
473,8->3,0.2638927977,0,med
474,2->1,0.3274089545,0,hard
474,4->3,0.4295217567,0,hard
474,4->5,0.4925065093,1,hard
474,5->1,0.7764320542,1,hard
474,5->2,0.3388473463,0,hard
474,5->4,0.3255278054,0,hard
475,1->2,0.8256794881,1,hard
475,2->1,0.3274089545,0,hard
475,4->3,0.4295217567,0,hard
475,4->5,0.5021637074,1,hard
475,5->1,0.7819254131,1,hard
475,5->2,0.6298617363,0,hard
475,5->4,0.3255278054,0,hard
476,1->2,0.4826651722,1,hard
476,2->3,0.5825983062,0,hard
476,5->1,0.4079750000,0,hard
476,6->4,0.4045861190,0,hard
477,1->2,0.4826651722,1,hard
477,2->3,0.5825983062,0,hard
477,5->1,0.4079750000,0,hard
477,6->4,0.4045861190,0,hard
478,6->4,0.4184936760,0,easy
478,6->5,0.4167591899,0,easy
479,4->1,0.3442741092,0,hard
479,5->2,0.3542649909,0,hard
479,5->4,0.3508520199,0,hard
479,5->6,0.8541143138,1,hard
479,7->6,0.7714621223,1,hard
479,8->7,0.3443088470,1,hard
480,2->1,0.3657750334,0,easy
480,6->5,0.3677364792,0,easy
480,8->3,0.3653841879,0,easy
481,1->2,0.7369252678,1,med
481,2->1,0.3657750334,0,med
481,6->5,0.3677364792,0,med
481,8->3,0.3653841879,0,med
482,5->3,0.3130546127,0,hard
482,6->4,0.3205789392,1,hard
482,7->6,0.3738952028,1,hard
483,2->1,0.3475940005,0,hard
484,2->1,0.3475940005,0,hard
485,2->1,0.3475940005,0,hard
485,2->6,0.7025737104,1,hard
486,1->3,0.8136756976,1,med
486,2->1,0.2935333135,0,med
487,2->6,0.4239331870,0,med
488,2->6,0.4239331870,0,easy
489,2->1,0.2656632937,1,med
489,3->2,0.2636606159,0,med
489,4->8,0.2639138382,0,med
489,6->5,0.2868755355,0,med
489,7->1,0.3093462122,1,med
490,1->6,0.3354916545,0,easy
490,8->1,0.2916186061,0,easy
490,9->1,0.2915678474,0,easy
491,1->6,0.3354916545,1,hard
491,1->8,0.8589179837,1,hard
491,8->1,0.2916186061,0,hard
491,9->1,0.2915678474,0,hard
492,4->3,0.2605332105,0,med
493,3->1,0.4165087613,0,easy
493,5->3,0.4193247458,0,easy
494,1->2,0.6719823380,1,med
494,3->1,0.4165087613,0,med
494,5->3,0.4193247458,0,med
495,4->5,0.7507376697,1,med
495,5->4,0.3911962273,0,med
496,1->5,0.3743402680,0,hard
496,2->1,0.8044320198,1,hard
496,4->1,0.7528707900,1,hard
496,5->2,0.3253425420,1,hard
