row_id,image,prob_edge,label
r00263,2165,0.1848,0
r00264,2165,0.1449,0
r00265,2165,0.1576,0
r00266,2165,0.9106,0
r00267,2165,0.2675,0
r00268,2165,0.2342,0
r00269,2165,0.1864,0
r00270,2165,0.2927,0
r00271,2165,0.1581,0
r00272,2165,0.1497,0
r00273,2165,0.2149,1
r00274,2165,0.1848,0
r00275,2165,0.1449,0
r00276,2165,0.1576,0
r00277,2165,0.9106,0
r00278,2165,0.2675,1
r00279,2165,0.2342,0
r00280,2165,0.1864,0
r00281,2165,0.2927,0
r00282,2165,0.1581,1
r00283,2165,0.1497,1
r00284,2165,0.2149,0
r00285,2165,0.1848,0
r00286,2165,0.1449,0
r00287,2165,0.1576,0
r00288,2165,0.9106,0
r00289,2165,0.2675,1
r00290,2165,0.2342,0
r00291,2165,0.1864,0
r00292,2165,0.2927,1
r00293,2165,0.1581,0
r00294,2165,0.1497,0
r00295,2165,0.2149,0
r00296,2173,0.1656,1
r00297,2206,0.1469,0
r00298,2206,0.1432,0
r00299,2206,0.1483,1
r00300,2206,0.8392,1
r00301,2217,0.1674,0
r00302,2217,0.1511,0
r00303,2217,0.2894,0
r00304,2217,0.152,0
r00305,2217,0.6241,1
r00306,2220,0.1529,1
r00307,2220,0.1429,0
r00308,2220,0.1425,0
r00309,2220,0.1428,0
r00310,2220,0.1427,1
r00311,2220,0.143,0
r00312,2220,0.1483,0
r00313,2220,0.3403,0
r00314,2220,0.1502,0
r00315,2220,0.1689,0
r00316,2220,0.1506,1
r00317,2221,0.1429,0
r00318,2221,0.148,0
r00319,2221,0.1492,1
r00320,2221,0.1448,0
r00321,2221,0.7175,0
r00322,2221,0.1435,0
r00323,2221,0.1429,0
r00324,2221,0.148,0
r00325,2221,0.1492,0
r00326,2221,0.1448,0
r00327,2221,0.7175,0
r00328,2221,0.1435,0
r00329,2281,0.1422,0
r00330,2281,0.3169,0
r00331,2281,0.1724,0
r00332,2281,0.2205,0
r00333,2281,0.1421,0
r00334,2281,0.3877,1
r00335,2281,0.1909,1
r00336,2281,0.1652,0
r00337,2281,0.1746,1
r00338,2281,0.1422,0
r00339,2281,0.3169,0
r00340,2281,0.1724,0
r00341,2281,0.2205,0
r00342,2281,0.1421,0
r00343,2281,0.3877,0
r00344,2281,0.1909,0
r00345,2281,0.1652,1
r00346,2281,0.1746,1
r00347,2282,0.1601,0
r00348,2282,0.1879,1
r00349,2282,0.205,1
r00350,2282,0.5578,0
r00351,2282,0.2407,1
r00352,2427,0.1852,0
r00353,2427,0.1457,0
r00354,2427,0.1828,1
r00355,2438,0.3435,1
r00356,2438,0.1447,0
r00357,2438,0.1736,0
r00358,2438,0.4035,0
r00359,2438,0.997,1
r00360,2438,0.149,1
r00361,2438,0.2213,1
r00362,2438,0.4884,0
r00363,2457,0.6205,1
r00364,2461,0.2175,1
r00365,2461,0.3659,0
r00366,2461,0.2056,0
r00367,2461,0.1533,0
r00368,2461,0.147,1
r00369,2461,0.1585,1
r00370,2461,0.1594,0
r00371,2484,0.1444,0
r00372,2484,0.837,0
r00373,2484,0.1498,1
r00374,2496,0.144,1
r00375,2496,0.2656,1
r00376,2496,0.1671,0
r00377,2499,0.1424,0
r00378,2499,0.9377,1
r00379,2521,0.6555,0
r00380,2521,0.8495,0
r00381,2521,0.9787,1
r00382,2521,0.1429,0
r00383,2521,0.1425,1
r00384,2521,0.856,0
r00385,2521,0.8526,1
r00386,2521,0.6555,0
r00387,2521,0.8495,0
r00388,2521,0.9787,0
r00389,2521,0.1429,0
r00390,2521,0.1425,0
r00391,2521,0.856,0
r00392,2521,0.8526,1
r00393,2552,0.2907,1
r00394,2552,0.4904,0
r00395,2552,0.6213,1
r00396,2553,0.4163,1
r00397,2553,0.6258,0
r00398,2562,0.9875,1
r00399,2562,0.1632,0
r00400,2562,0.7668,1
r00401,2562,0.212,0
r00402,2562,0.3824,0
r00403,2580,0.1853,0
r00404,2580,0.4265,0
r00405,2580,0.1535,0
r00406,2580,0.1752,1
r00407,2643,0.1524,0
r00408,2643,0.1483,0
r00409,2643,0.1497,0
r00410,2643,0.2725,1
r00411,2643,0.1438,1
r00412,2812,0.1586,0
r00413,2812,0.6141,1
r00414,2812,0.1453,0
r00415,2860,0.3061,1
r00416,2902,0.6545,1
r00417,2902,0.1534,1
r00418,2902,0.9648,1
r00419,2912,0.9474,0
r00420,2912,0.1641,1
r00421,2912,0.3037,0
r00422,2933,0.1608,0
r00423,2933,0.7871,1
r00424,2933,0.2578,1
r00425,2933,0.1571,1
r00426,2977,0.3499,0
r00427,2977,0.1629,0
r00428,2977,0.2771,0
r00429,3008,0.1444,0
r00430,3008,0.9471,0
r00431,3008,0.1679,1
r00432,3011,0.1875,1
r00433,3011,0.9796,1
r00434,3011,0.1448,0
r00435,3028,0.997,0
r00436,3028,0.4697,1
r00437,3028,0.1462,0
r00438,3028,0.1933,0
r00439,3028,0.997,0
r00440,3028,0.4697,1
r00441,3028,0.1462,0
r00442,3028,0.1933,0
r00443,3031,0.7961,1
r00444,3031,0.148,0
r00445,3031,0.1432,0
r00446,3031,0.9986,0
r00447,3031,0.1605,0
r00448,3031,0.161,0
r00449,3031,0.1647,1
r00450,3031,0.1457,0
r00451,3037,0.299,0
r00452,3037,0.1426,0
r00453,3056,0.4707,0
r00454,3056,0.4441,1
r00455,3056,0.5283,0
r00456,3056,0.1569,0
r00457,3058,0.2503,0
r00458,3058,0.2485,1
r00459,3058,0.1628,0
r00460,3058,0.443,1
r00461,3058,0.3557,0
r00462,3058,0.1548,0
r00463,3058,0.2503,0
r00464,3058,0.2485,1
r00465,3058,0.1628,0
r00466,3058,0.443,0
r00467,3058,0.3557,0
r00468,3058,0.1548,0
r00469,3111,0.1607,0
r00470,3113,0.4495,0
r00471,3113,0.1602,0
r00472,3113,0.1448,1
r00473,3113,0.2068,1
r00474,3113,0.2094,0
r00475,3113,0.9019,0
r00476,3149,0.1879,0
r00477,3149,0.902,1
r00478,3149,0.1433,0
r00479,3233,0.1446,0
r00480,3233,0.1424,0
r00481,3233,0.1465,1
r00482,3233,0.166,0
r00483,3233,0.2495,0
r00484,3233,0.457,0
r00485,3233,0.37,1
r00486,3281,0.9991,0
r00487,3281,0.3135,0
r00488,3328,0.1967,0
r00489,3328,0.1429,0
r00490,3328,0.5149,1
r00491,3328,0.4244,1
r00492,3328,0.2208,1
r00493,3331,0.9998,0
r00494,3331,0.9991,1
r00495,3331,0.1802,0
r00496,3336,0.2122,1
r00497,3336,0.3618,1
r00498,3336,0.2754,1
r00499,3336,0.411,1
r00500,3336,0.204,0
r00501,3348,0.1446,0
r00502,3348,0.1443,1
r00503,3348,0.8018,1
r00504,3366,0.2762,1
r00505,3366,0.148,0
r00506,3367,0.4107,1
r00507,3367,0.1435,0
r00508,3415,0.9011,1
r00509,3416,0.1587,0
r00510,3416,0.2762,1
r00511,3416,0.8986,1
r00512,3421,0.3098,0
r00513,3421,0.5787,1
r00514,3421,0.1453,0
r00515,3421,0.5161,1
r00516,3421,0.1639,1
r00517,3421,0.3098,0
r00518,3421,0.5787,1
r00519,3421,0.1453,1
r00520,3421,0.5161,1
r00521,3421,0.1639,1
r00522,3425,0.1429,0
r00523,3425,0.163,0
r00524,3425,0.1425,0
r00525,3425,0.344,0
r00526,3425,0.9937,0
r00527,3425,0.3038,0
r00528,3425,0.171,0
r00529,3425,0.1429,0
r00530,3425,0.163,0
r00531,3425,0.1425,0
r00532,3425,0.344,0
r00533,3425,0.9937,0
r00534,3425,0.3038,0
r00535,3425,0.171,0
r00536,3425,0.1429,0
r00537,3425,0.163,0
r00538,3425,0.1425,1
r00539,3425,0.344,0
r00540,3425,0.9937,0
r00541,3425,0.3038,0
r00542,3425,0.171,0
r00543,3524,0.1488,1
r00544,3524,0.1476,0
r00545,3524,0.1744,1
r00546,3524,0.1671,1
r00547,3569,0.1452,0
r00548,3569,0.1439,1
r00549,3601,0.1556,1
r00550,3601,0.1545,1
r00551,3621,0.1766,0
r00552,3621,0.2848,1
r00553,3720,0.1589,1
r00554,3720,0.9298,1
r00555,3728,0.8686,0
r00556,3728,0.1578,1
r00557,3728,0.1901,0
r00558,3728,0.217,0
r00559,3728,0.9998,1
r00560,3728,0.8686,0
r00561,3728,0.1578,1
r00562,3728,0.1901,0
r00563,3728,0.217,0
r00564,3728,0.9998,0
r00565,3745,0.1604,1
r00566,3745,0.885,1
r00567,3745,0.6096,1
r00568,3947,0.1438,1
r00569,3947,0.1426,1
r00570,4122,0.1637,1
r00571,4122,0.1887,1
r00572,4180,0.9617,1
r00573,4180,0.1647,0
r00574,4262,0.4249,1
r00575,4262,0.4516,0
r00576,4302,0.4566,1
r00577,4341,0.8545,1
r00578,4341,0.8633,0
r00579,4341,0.6476,1
r00580,4553,0.2796,0
r00581,4602,0.1713,0
r00582,4602,0.248,1
r00583,4613,0.1806,0
r00584,4613,0.1471,0
r00585,4613,0.1694,0
r00586,4613,0.2578,1
r00587,4639,0.1448,0
r00588,4639,0.5105,1
r00589,4716,0.1509,0
r00590,4716,0.1739,0
r00591,4716,0.8905,1
r00592,4716,0.149,1
r00593,4716,0.971,1
r00594,4780,0.1628,0
r00595,4780,0.5999,1
r00596,4780,0.8708,1
r00597,4987,0.1799,1
r00598,5007,0.1496,1
r00599,5021,0.1741,1
r00600,5021,0.8135,0
r00601,5021,0.1455,0
r00602,5021,0.1626,1
r00603,5097,0.143,1
r00604,5127,0.6145,1
r00605,5133,0.3087,1
r00606,5133,0.1501,0
r00607,5135,0.1545,0
r00608,5135,0.1437,0
r00609,5135,0.5343,1
r00610,5369,0.1953,0
r00611,5369,0.1702,0
r00612,5369,0.1541,0
r00613,5369,0.1499,0
r00614,5369,0.2223,0
r00615,5369,0.1677,0
r00616,5369,0.1581,0
r00617,5500,0.9757,1
r00618,5500,0.159,0
r00619,5500,0.1519,1
r00620,5500,0.6057,1
r00621,5527,0.1493,0
r00622,5527,0.2567,1
r00623,5527,0.1422,0
r00624,5527,0.1513,0
r00625,5527,0.1493,1
r00626,5527,0.2567,0
r00627,5527,0.1422,0
r00628,5527,0.1513,0
r00629,5528,0.151,1
r00630,5545,0.1501,0
r00631,5545,0.4435,0
r00632,5545,0.1802,0
r00633,5545,0.8384,1
r00634,5642,0.1435,1
r00635,5747,0.1685,1
r00636,5747,0.6669,0
r00637,5747,0.7571,0
r00638,5747,0.2182,1
r00639,5747,0.7814,1
r00640,5901,0.1494,0
r00641,5901,0.1767,1
r00642,5901,0.1485,0
r00643,5901,0.1501,0
r00644,6001,0.3051,1
r00645,6001,0.925,0
r00646,6001,0.9909,0
r00647,6027,0.1482,0
r00648,6027,0.9777,0
r00649,6027,0.1891,0
r00650,6027,0.1436,1
r00651,6111,0.4824,0
r00652,6111,0.5788,1
r00653,6160,0.6083,1
r00654,6160,0.1422,0
r00655,6160,0.8276,0
r00656,6161,0.4956,1
r00657,6161,0.9775,0
r00658,6161,0.3129,0
r00659,6278,0.1564,1
r00660,6295,0.1503,0
r00661,6295,0.5847,1
r00662,6295,0.3881,1
r00663,6295,0.4926,1
r00664,6355,0.3778,0
r00665,6380,0.1505,0
r00666,6461,0.9229,0
r00667,6461,0.1584,1
r00668,6502,0.3011,1
r00669,6561,0.1423,0
r00670,6561,0.4308,1
r00671,6561,0.1521,1
r00672,6561,0.7008,1
r00673,6561,0.5586,0
r00674,6561,0.1599,0
r00675,6562,0.1438,0
r00676,6562,0.4517,1
r00677,6562,0.1589,0
r00678,6562,0.1585,0
r00679,6562,0.9115,0
r00680,6562,0.1598,0
r00681,6562,0.1433,0
r00682,6562,0.1438,0
r00683,6562,0.4517,1
r00684,6562,0.1589,0
r00685,6562,0.1585,0
r00686,6562,0.9115,1
r00687,6562,0.1598,0
r00688,6562,0.1433,0
r00689,6596,0.5212,1
r00690,6596,0.2468,0
r00691,6655,0.5486,0
r00692,6655,0.9476,1
r00693,6655,0.1476,0
r00694,6704,0.1491,1
r00695,6828,0.6251,1
r00696,6828,0.6643,1
r00697,6828,0.1422,0
r00698,6858,0.1533,1
r00699,6858,0.2449,1
r00700,6858,0.1436,1
r00701,6865,0.9719,1
r00702,6865,0.9719,1
r00703,7042,0.1579,1
r00704,7042,0.1454,0
r00705,7042,0.1437,1
r00706,7150,0.6309,1
r00707,7150,0.1689,0
r00708,7362,0.15,0
r00709,7362,0.2333,1
r00710,7441,0.5284,1
r00711,7441,0.2535,0
r00712,7441,0.1956,0
r00713,7442,0.4029,1
r00714,7442,0.1934,1
r00715,7442,0.1765,0
r00716,7443,0.6235,0
r00717,7443,0.457,1
r00718,7443,0.169,0
r00719,7558,0.1667,0
r00720,7558,0.153,0
r00721,7558,0.1434,1
r00722,7571,0.1454,0
r00723,7571,0.2017,1
r00724,7636,0.6086,1
r00725,7636,0.5067,0
r00726,7636,0.9977,1
r00727,7636,0.1452,1
r00728,7638,0.1686,0
r00729,7638,0.9135,1
r00730,7638,0.1504,0
r00731,7638,0.594,0
r00732,7638,0.1489,0
r00733,7761,0.1465,0
r00734,7880,0.7298,0
r00735,7880,0.1456,0
r00736,7999,0.1488,0
r00737,7999,0.2461,1
r00738,7999,0.1902,0
r00739,7999,0.386,0
r00740,7999,0.9995,1
r00741,8144,0.1609,1
r00742,8144,0.1508,0
r00743,8146,0.1982,1
r00744,8171,0.5613,1
r00745,8228,0.1539,0
r00746,8228,0.2496,0
r00747,8228,0.4571,0
r00748,8228,0.4646,1
r00749,8255,0.3034,1
r00750,8255,0.1589,1
r00751,8283,0.1754,0
r00752,8343,0.729,1
r00753,8417,0.1438,1
r00754,8501,0.2636,1
r00755,8501,0.1882,0
r00756,8501,0.143,0
r00757,8528,0.1482,1
r00758,8528,0.162,1
r00759,8552,0.5013,1
r00760,8554,0.3377,1
r00761,8554,0.3377,1
r00762,8555,0.4224,1
r00763,8796,0.1441,1
r00764,8877,0.1661,1
r00765,8877,0.1646,1
r00766,8878,0.1923,0
r00767,8885,0.2293,1
r00768,8885,0.1526,0
r00769,8885,0.9128,0
r00770,8885,0.6702,1
r00771,8885,0.1579,1
r00772,9160,0.6455,1
r00773,9160,0.2658,0
r00774,9160,0.2152,0
r00775,9169,0.1633,1
r00776,9213,0.188,1
r00777,9214,0.1613,0
r00778,9214,0.3503,0
r00779,9214,0.3347,0
r00780,9214,0.1428,0
r00781,9214,0.1428,1
r00782,9214,0.1442,0
r00783,9214,0.1431,0
r00784,9251,0.1587,1
r00785,9251,0.6092,1
r00786,9330,0.3719,0
r00787,9330,0.1781,0
r00788,9330,0.265,0
r00789,9330,0.2337,0
r00790,9330,0.142,0
r00791,9330,0.4399,1
r00792,9330,0.4788,1
r00793,9381,0.9741,1
r00794,9382,0.4699,0
r00795,9382,0.5262,1
r00796,9382,0.1607,1
r00797,9383,0.817,1
r00798,9476,0.971,1
r00799,9757,0.5746,0
r00800,9757,0.4483,1
r00801,9771,0.2122,1
r00802,9779,0.7834,1
r00803,10014,0.1551,0
r00804,10014,0.2439,0
r00805,10014,0.1557,0
r00806,10014,0.1512,0
r00807,10014,0.143,0
r00808,10046,0.8575,1
r00809,10046,0.2662,1
r00810,10046,0.1436,0
r00811,10046,0.2885,1
r00812,10046,0.3922,0
r00813,10095,0.3816,1
r00814,10095,0.1829,0
r00815,10392,0.9642,0
r00816,10392,0.1508,1
r00817,10392,0.3304,1
r00818,10392,0.1477,0
r00819,10392,0.1553,0
r00820,10394,0.4576,0
r00821,10394,0.1889,1
r00822,10394,0.1436,0
r00823,10394,0.8301,0
r00824,10394,0.3301,0
r00825,10394,0.1575,1
r00826,10410,0.5905,1
r00827,10422,0.1528,1
r00828,10422,0.1438,0
r00829,10422,0.3198,0
r00830,10422,0.1458,0
r00831,10423,0.4383,0
r00832,10423,0.1431,0
r00833,10423,0.1519,0
r00834,10423,0.3262,0
r00835,10423,0.1449,0
r00836,10423,0.194,0
r00837,10423,0.3129,0
r00838,10423,0.3625,1
r00839,10423,0.7022,0
r00840,10434,0.9644,1
r00841,10434,0.3159,1
r00842,10484,0.1499,0
r00843,10484,0.7437,0
r00844,10484,0.1976,0
r00845,10484,0.9976,1
r00846,10484,0.2269,0
r00847,10484,0.1499,0
r00848,10484,0.7437,0
r00849,10484,0.1976,0
r00850,10484,0.9976,1
r00851,10484,0.2269,0
r00852,10485,0.2855,1
r00853,10485,0.4815,0
r00854,10485,0.1483,0
r00855,10485,0.1687,1
r00856,10492,0.9559,0
r00857,10492,0.1541,1
r00858,10700,0.1842,1
r00859,10700,0.1614,0
r00860,10700,0.2047,0
r00861,10700,0.3472,0
r00862,10700,0.3902,0
r00863,10700,0.1464,0
r00864,10832,0.57,1
r00865,10856,0.1707,1
r00866,11038,0.8976,1
r00867,11038,0.1421,0
r00868,11038,0.9498,0
r00869,11038,0.1423,1
r00870,11119,0.6803,1
r00871,11119,0.7277,1
r00872,11119,0.4616,1
r00873,11584,0.1755,0
r00874,11584,0.1829,1
r00875,11584,0.1527,0
r00876,11586,0.1556,1
r00877,11586,0.1609,0
r00878,11586,0.1735,1
r00879,11587,0.2078,1
r00880,11587,0.1607,1
r00881,11587,0.1889,1
r00882,11670,0.2986,1
r00883,11933,0.1597,0
r00884,12022,0.4705,1
r00885,12022,0.1658,1
r00886,12022,0.1888,0
r00887,12022,0.5592,1
r00888,12022,0.7248,1
r00889,12022,0.6891,0
r00890,12204,0.1651,1
r00891,12204,0.2655,0
r00892,12204,0.1536,1
r00893,12297,0.2347,1
r00894,12297,0.2013,1
r00895,12297,0.5895,0
r00896,12297,0.5037,0
r00897,12297,0.1677,0
r00898,12297,0.5058,1
r00899,12297,0.75,1
r00900,12297,0.2376,0
r00901,12298,0.4631,0
r00902,12298,0.4647,0
r00903,12298,0.2997,1
r00904,12298,0.3464,0
r00905,12298,0.3483,0
r00906,12298,0.1569,1
r00907,12298,0.3972,1
r00908,12298,0.3037,1
r00909,12298,0.1428,0
r00910,12298,0.1419,0
r00911,12298,0.1539,0
r00912,12298,0.144,0
r00913,12298,0.1423,0
r00914,12298,0.9038,0
r00915,12298,0.4631,0
r00916,12298,0.4647,0
r00917,12298,0.2997,1
r00918,12298,0.3464,0
r00919,12298,0.3483,0
r00920,12298,0.1569,1
r00921,12298,0.3972,1
r00922,12298,0.3037,1
r00923,12298,0.1428,0
r00924,12298,0.1419,0
r00925,12298,0.1539,1
r00926,12298,0.144,1
r00927,12298,0.1423,1
r00928,12298,0.9038,1
r00929,12298,0.4631,0
r00930,12298,0.4647,0
r00931,12298,0.2997,1
r00932,12298,0.3464,0
r00933,12298,0.3483,0
r00934,12298,0.1569,1
r00935,12298,0.3972,1
r00936,12298,0.3037,0
r00937,12298,0.1428,0
r00938,12298,0.1419,0
r00939,12298,0.1539,0
r00940,12298,0.144,0
r00941,12298,0.1423,0
r00942,12298,0.9038,0
r00943,12298,0.4631,0
r00944,12298,0.4647,0
r00945,12298,0.2997,1
r00946,12298,0.3464,0
r00947,12298,0.3483,0
r00948,12298,0.1569,0
r00949,12298,0.3972,0
r00950,12298,0.3037,0
r00951,12298,0.1428,0
r00952,12298,0.1419,0
r00953,12298,0.1539,0
r00954,12298,0.144,0
r00955,12298,0.1423,0
r00956,12298,0.9038,0
r00957,12299,0.1563,1
r00958,12299,0.1472,0
r00959,12299,0.1714,0
r00960,12299,0.5176,1
r00961,12299,0.1457,0
r00962,12299,0.1476,0
r00963,12299,0.6349,0
r00964,12299,0.148,0
r00965,12299,0.5423,0
r00966,12299,0.3239,0
r00967,12299,0.9996,0
r00968,12299,0.4168,1
r00969,12299,0.2518,0
r00970,12299,0.167,0
r00971,12299,0.876,0
r00972,12299,0.1563,0
r00973,12299,0.1472,0
r00974,12299,0.1714,1
r00975,12299,0.5176,1
r00976,12299,0.1457,0
r00977,12299,0.1476,0
r00978,12299,0.6349,0
r00979,12299,0.148,0
r00980,12299,0.5423,0
r00981,12299,0.3239,0
r00982,12299,0.9996,0
r00983,12299,0.4168,0
r00984,12299,0.2518,0
r00985,12299,0.167,0
r00986,12299,0.876,0
r00987,12302,0.1629,0
r00988,12302,0.1628,0
r00989,12302,0.1488,0
r00990,12302,0.1562,0
r00991,12302,0.1511,0
r00992,12302,0.2115,0
r00993,12302,0.2003,0
r00994,12302,0.5804,1
r00995,12302,0.5948,0
r00996,12302,0.1463,0
r00997,12302,0.1507,0
r00998,12302,0.2072,0
r00999,12302,0.2846,0
r01000,12302,0.1629,0
r01001,12302,0.1628,0
r01002,12302,0.1488,0
r01003,12302,0.1562,0
r01004,12302,0.1511,0
r01005,12302,0.2115,0
r01006,12302,0.2003,1
r01007,12302,0.5804,1
r01008,12302,0.5948,0
r01009,12302,0.1463,0
