row_id,image,prob_edge,label
edge_0306,14610,0.90000000,0
edge_0307,15731,0.95000000,0
edge_0308,2485,0.55000000,1
edge_0309,15535,0.90000000,1
edge_0310,15535,0.95000000,1
edge_0311,15535,0.75000000,1
edge_0312,716,0.85000000,0
edge_0313,716,0.95000000,0
edge_0314,716,0.70000000,0
edge_0315,9169,0.55000000,1
edge_0316,402,0.95000000,1
edge_0317,15945,0.95000000,1
edge_0318,8554,0.95000000,1
edge_0319,4613,0.95000000,1
edge_0320,2076,0.95000000,1
edge_0321,2076,0.95000000,1
edge_0322,2076,0.70000000,0
edge_0323,14867,0.95000000,0
edge_0324,14867,0.90000000,1
edge_0325,8228,0.85000000,1
edge_0326,17007,0.95000000,1
edge_0330,591,0.95000000,0
edge_0331,591,0.95000000,0
edge_0332,591,0.90000000,0
edge_0333,591,0.70000000,0
edge_0337,2217,0.95000000,1
edge_0338,14135,0.95000000,1
edge_0339,14135,0.62000000,1
edge_0342,5901,0.95000000,1
edge_0343,5545,0.95000000,1
edge_0344,771,0.95000000,1
edge_0345,771,0.75000000,1
edge_0346,771,0.98000000,1
edge_0347,5097,0.90000000,1
edge_0348,5097,0.60000000,1
edge_0349,7042,0.75000000,1
edge_0350,7042,0.90000000,1
edge_0351,3416,0.90000000,1
edge_0352,3416,0.90000000,1
edge_0353,3416,0.95000000,1
edge_0354,3416,0.95000000,1
edge_0357,16827,0.90000000,1
edge_0358,14730,0.95000000,1
edge_0359,586,0.90000000,0
edge_0360,14875,0.95000000,1
edge_0364,3175,0.90000000,1
edge_0365,14736,0.95000000,1
edge_0366,14736,0.90000000,1
edge_0368,219,0.90000000,1
edge_0371,3621,0.85000000,0
edge_0372,3621,0.90000000,1
edge_0373,3621,0.90000000,0
edge_0374,9458,0.95000000,1
edge_0375,3673,0.95000000,0
edge_0376,16654,0.72000000,0
edge_0377,3367,0.92000000,1
edge_0378,3367,0.98000000,1
edge_0379,3367,0.75000000,1
edge_0380,9476,0.95000000,0
edge_0381,16359,0.95000000,1
edge_0382,2499,0.95000000,1
edge_0383,7441,0.55000000,0
edge_0384,9381,0.95000000,1
edge_0385,1963,0.92000000,1
edge_0388,5133,0.92000000,1
edge_0389,5133,0.75000000,1
edge_0393,12900,0.95000000,0
edge_0394,8773,0.88000000,1
edge_0395,2005,0.95000000,1
edge_0396,15945,0.65000000,1
edge_0397,15945,0.60000000,0
edge_0398,15945,0.85000000,0
edge_0399,4095,0.55000000,1
edge_0400,4095,0.92000000,1
edge_0405,15303,0.95000000,0
edge_0406,15303,0.70000000,0
edge_0407,15303,0.65000000,0
edge_0408,15303,0.60000000,0
edge_0409,15303,0.90000000,0
edge_0410,15303,0.65000000,0
edge_0411,15303,0.65000000,0
edge_0412,1310,0.95000000,1
edge_0413,1310,0.95000000,1
edge_0414,5369,0.95000000,1
edge_0415,5369,0.70000000,0
edge_0416,5369,0.92000000,1
edge_0417,3947,0.92000000,1
edge_0418,3947,0.75000000,1
edge_0419,8885,0.90000000,1
edge_0420,8885,0.98000000,1
edge_0421,8885,0.65000000,1
edge_0422,3348,0.95000000,1
edge_0423,8501,0.95000000,1
edge_0424,11567,0.95000000,0
edge_0425,953,0.65000000,0
edge_0426,11565,0.90000000,1
edge_0427,11565,0.90000000,1
edge_0428,15886,0.60000000,1
edge_0429,16762,0.95000000,0
edge_0430,16762,0.75000000,0
edge_0431,16762,0.85000000,0
edge_0432,16762,0.85000000,0
edge_0433,1994,0.95000000,1
edge_0434,6160,0.95000000,1
edge_0435,3336,0.95000000,1
edge_0436,3336,0.90000000,0
edge_0437,3336,0.95000000,0
edge_0438,3336,0.95000000,1
edge_0441,16912,0.70000000,1
edge_0442,588,0.92000000,1
edge_0443,588,0.90000000,1
edge_0444,588,0.94000000,1
edge_0445,1313,0.95000000,1
edge_0446,1313,0.90000000,1
edge_0447,3601,0.90000000,1
edge_0448,768,0.95000000,1
edge_0449,768,0.90000000,0
edge_0450,768,0.95000000,1
edge_0451,16007,0.95000000,1
edge_0452,16007,0.70000000,1
edge_0453,16007,0.90000000,0
edge_0454,971,0.95000000,1
edge_0455,333,0.85000000,1
edge_0457,3057,0.90000000,0
edge_0458,3057,0.95000000,1
edge_0459,3057,0.65000000,0
edge_0460,15570,0.95000000,1
edge_0461,15570,0.95000000,1
edge_0462,15946,0.90000000,0
edge_0463,10392,0.92000000,1
edge_0464,10392,0.88000000,0
edge_0465,10392,0.72000000,1
edge_0466,3415,0.98000000,1
edge_0467,10423,0.92000000,1
edge_0469,6502,0.95000000,0
edge_0470,6502,0.90000000,1
edge_0471,6502,0.90000000,1
edge_0473,16126,0.90000000,1
edge_0474,16126,0.62000000,1
edge_0475,16126,0.92000000,1
edge_0476,16126,0.60000000,0
edge_0477,16126,0.88000000,1
edge_0484,15761,0.92000000,0
edge_0489,16345,0.90000000,0
edge_0490,13675,0.75000000,1
edge_0492,12653,0.95000000,1
edge_0493,10700,0.92000000,1
edge_0494,10700,0.95000000,1
edge_0495,10700,0.88000000,0
edge_0497,2079,0.90000000,0
edge_0498,2079,0.75000000,0
edge_0499,2079,0.70000000,0
edge_0500,2079,0.65000000,0
edge_0501,13241,0.95000000,1
edge_0502,16827,0.90000000,1
edge_0503,16827,0.85000000,1
edge_0505,17,0.70000000,1
edge_0506,16780,0.95000000,0
edge_0507,16780,0.70000000,1
edge_0509,14556,0.75000000,1
edge_0511,16709,0.95000000,1
edge_0512,10410,0.95000000,1
edge_0516,9757,0.95000000,1
edge_0517,15170,0.90000000,1
edge_0518,2206,0.95000000,1
edge_0523,14489,0.95000000,0
edge_0524,17223,0.95000000,1
edge_0525,15499,0.90000000,1
edge_0526,2173,0.55000000,1
edge_0527,3281,0.95000000,1
edge_0528,3281,0.70000000,0
edge_0529,3281,0.90000000,1
edge_0531,14573,0.62000000,0
edge_0532,15536,0.95000000,1
edge_0533,4341,0.95000000,1
edge_0534,4341,0.95000000,1
edge_0535,13425,0.58000000,1
edge_0536,13010,0.95000000,1
edge_0541,15847,0.75000000,0
edge_0542,15847,0.90000000,0
edge_0543,15847,0.85000000,1
edge_0548,12021,0.75000000,0
edge_0549,14048,0.90000000,0
edge_0551,15653,0.90000000,1
edge_0552,15653,0.95000000,1
edge_0553,12999,0.95000000,1
edge_0554,12999,0.90000000,1
edge_0555,12999,0.88000000,1
edge_0556,14369,0.90000000,1
edge_0557,14369,0.90000000,1
edge_0558,14369,0.90000000,0
edge_0559,3424,0.95000000,1
edge_0560,16557,0.75000000,0
edge_0561,16557,0.70000000,0
edge_0562,9779,0.95000000,1
edge_0563,14062,0.92000000,0
edge_0564,2280,0.75000000,0
edge_0565,2280,0.65000000,1
edge_0566,2280,0.90000000,1
edge_0567,2107,0.95000000,1
edge_0568,4122,0.95000000,1
edge_0569,4122,0.95000000,1
edge_0570,8255,0.65000000,1
edge_0571,8255,0.92000000,1
edge_0573,15440,0.95000000,1
edge_0574,15440,0.90000000,0
edge_0575,15440,0.92000000,0
edge_0579,16482,0.95000000,1
edge_0580,16482,0.90000000,0
edge_0581,12996,0.95000000,1
edge_0582,12996,0.65000000,1
edge_0583,13423,0.90000000,1
edge_0584,13423,0.60000000,1
edge_0585,1314,0.95000000,1
edge_0586,1314,0.90000000,1
edge_0587,1314,0.75000000,0
edge_0588,5527,0.95000000,1
edge_0589,2552,0.92000000,1
edge_0590,2552,0.90000000,1
edge_0592,8528,0.95000000,1
edge_0593,766,0.95000000,1
edge_0594,766,0.92000000,1
edge_0595,766,0.88000000,1
edge_0596,766,0.85000000,1
edge_0598,10856,0.95000000,1
edge_0599,10856,0.95000000,1
edge_0600,10856,0.80000000,0
edge_0601,1220,0.95000000,1
edge_0602,11038,0.95000000,1
edge_0603,1925,0.95000000,1
edge_0604,15170,0.90000000,1
edge_0605,15170,0.85000000,1
edge_0606,15761,0.95000000,1
edge_0607,2461,0.90000000,1
edge_0608,17209,0.95000000,0
edge_0609,16938,0.95000000,1
edge_0610,16938,0.95000000,1
edge_0611,11946,0.90000000,0
edge_0612,11946,0.92000000,0
edge_0613,12763,0.95000000,1
edge_0614,16485,0.95000000,0
edge_0615,16485,0.45000000,1
edge_0616,14610,0.65000000,1
edge_0617,14610,0.60000000,0
edge_0618,14610,0.60000000,0
edge_0619,14610,0.65000000,0
edge_0620,14610,0.60000000,0
edge_0621,14610,0.90000000,1
edge_0626,3328,0.90000000,1
edge_0628,15376,0.72000000,1
edge_0629,15376,0.96000000,1
edge_0630,5140,0.95000000,1
edge_0632,3427,0.95000000,1
edge_0633,3427,0.95000000,1
edge_0634,3427,0.70000000,1
edge_0635,3427,0.95000000,1
edge_0636,4780,0.95000000,1
edge_0637,15951,0.90000000,1
edge_0638,15951,0.85000000,1
edge_0639,15951,0.95000000,1
edge_0642,4602,0.65000000,0
edge_0649,7150,0.95000000,1
edge_0650,7150,0.60000000,0
edge_0652,1998,0.95000000,1
edge_0653,2521,0.95000000,1
edge_0654,2912,0.65000000,1
edge_0655,3109,0.90000000,1
edge_0656,15533,0.90000000,0
edge_0657,17438,0.95000000,1
edge_0659,15618,0.88000000,1
edge_0660,15618,0.95000000,1
edge_0661,15618,0.65000000,1
edge_0662,14453,0.95000000,1
edge_0663,14453,0.90000000,1
edge_0664,14453,0.75000000,1
edge_0665,192,0.95000000,1
edge_0666,9382,0.95000000,1
edge_0667,12815,0.85000000,1
edge_0669,15957,0.95000000,1
edge_0670,15957,0.60000000,1
edge_0671,17078,0.65000000,0
edge_0672,15655,0.90000000,1
edge_0673,15655,0.65000000,1
edge_0676,3602,0.90000000,1
edge_0677,1315,0.90000000,1
edge_0678,16672,0.95000000,1
edge_0679,16672,0.92000000,0
edge_0680,16672,0.80000000,0
edge_0684,2860,0.95000000,1
edge_0687,801,0.82000000,1
edge_0688,7571,0.92000000,1
edge_0689,3731,0.95000000,1
edge_0690,3731,0.85000000,1
edge_0691,3731,0.90000000,1
edge_0693,1935,0.95000000,1
edge_0694,16763,0.95000000,1
edge_0695,16763,0.70000000,1
edge_0696,3111,0.88000000,1
edge_0697,3058,0.95000000,1
edge_0698,3058,0.90000000,0
edge_0699,3058,0.70000000,0
edge_0700,16303,0.95000000,1
edge_0701,3028,0.92000000,1
edge_0702,8796,0.45000000,1
edge_0704,5500,0.90000000,1
edge_0705,16700,0.90000000,1
edge_0706,16110,0.95000000,1
edge_0708,2166,0.95000000,1
edge_0710,14572,0.75000000,1
edge_0711,14572,0.90000000,1
edge_0712,14572,0.75000000,1
edge_0713,14572,0.95000000,1
edge_0714,14572,0.50000000,0
edge_0715,14572,0.75000000,1
edge_0716,14572,0.90000000,1
edge_0718,15653,0.70000000,1
edge_0719,15653,0.65000000,1
edge_0720,15653,0.65000000,0
edge_0721,15653,0.65000000,1
edge_0722,15653,0.65000000,0
edge_0723,16126,0.75000000,1
edge_0724,13093,0.92000000,1
edge_0725,10422,0.95000000,1
edge_0726,3366,0.96000000,1
edge_0727,3366,0.96000000,1
edge_0728,16543,0.90000000,0
edge_0729,14571,0.85000000,0
edge_0730,14571,0.85000000,0
edge_0731,14571,0.60000000,0
edge_0732,14571,0.65000000,0
edge_0733,14571,0.60000000,0
edge_0734,14571,0.90000000,0
edge_0735,14571,0.90000000,1
edge_0736,14571,0.65000000,0
edge_0737,14571,0.60000000,0
edge_0738,14571,0.90000000,0
edge_0739,14571,0.95000000,0
edge_0740,14571,0.70000000,1
edge_0741,14571,0.75000000,1
edge_0742,14571,0.65000000,0
edge_0743,14571,0.60000000,0
edge_0744,14571,0.85000000,0
edge_0745,14571,0.85000000,0
edge_0746,14571,0.60000000,0
edge_0747,14571,0.90000000,0
edge_0748,16015,0.90000000,1
edge_0749,10434,0.65000000,0
edge_0750,10434,0.95000000,1
edge_0751,10434,0.90000000,1
edge_0752,10434,0.90000000,1
edge_0753,2723,0.70000000,1
edge_0755,3028,0.85000000,0
edge_0756,14864,0.92000000,1
edge_0757,12302,0.95000000,0
edge_0758,12302,0.90000000,0
edge_0759,12302,0.95000000,0
edge_0760,12302,0.95000000,1
edge_0761,3524,0.75000000,1
edge_0762,12302,0.95000000,1
edge_0763,11305,0.95000000,1
edge_0764,14169,0.95000000,1
edge_0765,16974,0.75000000,0
edge_0766,16974,0.70000000,0
edge_0767,12996,0.70000000,1
edge_0769,3058,0.85000000,0
edge_0770,15535,0.75000000,0
edge_0771,15535,0.75000000,0
edge_0772,15535,0.80000000,0
edge_0773,15535,0.80000000,0
edge_0774,14714,0.90000000,1
edge_0775,2166,0.95000000,1
edge_0776,8878,0.95000000,1
edge_0777,17461,0.88000000,1
edge_0778,16709,0.60000000,0
edge_0779,1678,0.90000000,1
edge_0780,16675,0.90000000,1
edge_0781,3720,0.90000000,1
edge_0782,5747,0.90000000,1
edge_0783,15534,0.95000000,1
edge_0784,810,0.95000000,1
edge_0785,12298,0.90000000,1
edge_0786,12298,0.75000000,1
edge_0787,13609,0.65000000,1
edge_0788,1749,0.95000000,0
edge_0790,10394,0.90000000,1
edge_0791,15729,0.40000000,0
edge_0792,15729,0.85000000,0
edge_0793,15729,0.75000000,1
edge_0794,15729,0.40000000,0
edge_0798,9138,0.90000000,1
edge_0799,15535,0.95000000,1
edge_0800,15535,0.75000000,1
edge_0801,716,0.95000000,0
edge_0802,2076,0.70000000,0
edge_0803,14867,0.90000000,1
edge_0805,591,0.70000000,1
edge_0807,14135,0.62000000,1
edge_0808,771,0.98000000,1
edge_0809,5097,0.60000000,1
edge_0810,7042,0.90000000,1
edge_0811,3416,0.95000000,1
edge_0812,3416,0.95000000,1
edge_0814,14736,0.90000000,1
edge_0815,3621,0.90000000,1
edge_0816,3367,0.98000000,1
edge_0819,15945,0.85000000,1
edge_0820,4095,0.92000000,1
edge_0823,15303,0.65000000,0
edge_0824,15303,0.90000000,0
edge_0825,15303,0.65000000,0
edge_0826,15303,0.65000000,0
edge_0827,5369,0.92000000,1
edge_0828,8885,0.98000000,1
edge_0829,8885,0.65000000,1
edge_0830,11565,0.90000000,1
edge_0831,16762,0.85000000,0
edge_0832,3336,0.95000000,0
edge_0833,3336,0.95000000,1
edge_0834,588,0.94000000,1
edge_0835,768,0.95000000,1
edge_0836,16007,0.90000000,0
edge_0837,3057,0.65000000,1
edge_0838,10392,0.72000000,1
edge_0839,16126,0.88000000,1
edge_0840,16126,0.92000000,1
edge_0841,16126,0.60000000,0
edge_0842,16126,0.88000000,0
edge_0848,10700,0.88000000,0
edge_0849,16827,0.85000000,1
edge_0851,3281,0.90000000,1
edge_0852,4341,0.95000000,1
edge_0854,15847,0.85000000,1
edge_0855,15847,0.90000000,1
edge_0856,15847,0.85000000,1
edge_0860,15653,0.95000000,1
edge_0861,12999,0.88000000,1
edge_0862,14369,0.90000000,0
edge_0863,2280,0.90000000,1
edge_0864,4122,0.95000000,1
edge_0865,8255,0.92000000,1
edge_0866,15440,0.92000000,0
edge_0868,12996,0.65000000,1
edge_0869,13423,0.60000000,1
edge_0870,1314,0.90000000,1
edge_0871,2552,0.90000000,1
edge_0872,766,0.88000000,1
edge_0873,766,0.85000000,1
edge_0874,10856,0.95000000,1
edge_0875,15170,0.85000000,1
edge_0876,16938,0.95000000,1
edge_0877,16485,0.45000000,1
edge_0878,14610,0.90000000,1
edge_0879,14610,0.60000000,0
edge_0880,14610,0.90000000,0
edge_0881,14610,0.65000000,0
edge_0882,14610,0.60000000,0
edge_0883,14610,0.60000000,0
edge_0884,14610,0.90000000,0
edge_0887,15376,0.96000000,1
edge_0888,3427,0.95000000,1
edge_0889,3427,0.70000000,1
edge_0890,3427,0.95000000,1
edge_0891,15951,0.95000000,1
edge_0898,15618,0.95000000,1
edge_0899,14453,0.75000000,1
edge_0900,15655,0.65000000,1
edge_0902,16672,0.80000000,1
edge_0905,3731,0.90000000,1
edge_0906,16763,0.70000000,1
edge_0907,3058,0.70000000,0
